969.55999999926325,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.56999999926325,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.57999999926324,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.58999999926323,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.59999999926322,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.60999999926321,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.6199999992632,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.62999999926319,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.63999999926318,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.64999999926317,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.65999999926316,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.66999999926315,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.67999999926315,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.68999999926314,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.69999999926313,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.70999999926312,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.71999999926311,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.7299999992631,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.73999999926309,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.74999999926308,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.75999999926307,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.76999999926306,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.77999999926305,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.78999999926305,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.79999999926304,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.80999999926303,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.81999999926302,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.82999999926301,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.839999999263,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.84999999926299,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.85999999926298,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.86999999926297,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.87999999926296,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.88999999926295,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.89999999926295,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.90999999926294,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.91999999926293,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.92999999926292,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.93999999926291,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.9499999992629,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.95999999926289,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.96999999926288,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.97999999926287,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.98999999926286,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
969.99999999926285,0,0,0,0,0,0,0,0,0,0,0,0,28.359999999999999
